"Story","Title","Result","Date","Stability","Duration (s)"
"To test the Homepage functionality","To validate the Afrexim Bank Logo","SUCCESS","2023-08-29T13:55:13.030624+05:30[Asia/Calcutta]","0.0","16.11"
"To test the Homepage functionality","To validate the Homepage top options","SUCCESS","2023-08-29T13:55:30.1319558+05:30[Asia/Calcutta]","0.0","15.04"
